;Provincia de ubicación;Clase de establecimiento;Tipo de establecimiento;Entidad;Sector del establecimento;Medicina interna Dotación Normal total;Medicina interna Disponibles;Cirugía Dotación Normal total;Cirugía Disponibles;Ginecología y Obstetricia Dotación Normal total;Ginecología y Obstetricia Disponibles;Pediatría Dotación Normal total;Pediatría Disponibles;Cardiología Dotación Normal total;Cardiología Disponibles;Neumología Dotación Normal total;Neumología Disponibles;Psiquiatría Dotación Normal total;Psiquiatría Disponibles;Traumatología Dotación Normal total;Traumatología Disponibles;Infectología Dotación Normal total;Infectología Disponibles;Urología Dotación Normal total;Urología Disponibles;Gastroenterología Dotación Normal total;Gastroenterología Disponibles;Otros Servicios (Especifique) Dotación Normal total;Otros Servicios (Especifique) Disponibles;Servicios Indiferenciados Dotación Normal total;Servicios Indiferenciados Disponibles;Total Dotación normal;Total Camas Disponibles;Camas de emergencia;Camas de cuidados intensivos adultos;Dias de estada;Días-cama disponibles;Total de egresos hospitalarios;Fallecidos en menos de 48 horas;Fallecidos en más de 48 horas;año
836;CARCHI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;15;15;0;0;716;5475;567;0;1;2009
837;CARCHI;Gineco-Obstétrica;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;114;2555;79;0;0;2009
838;CARCHI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;10;10;0;0;745;3650;490;1;0;2009
839;CARCHI;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;6;6;0;0;7;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;1877;5475;736;2;1;2009
840;CARCHI;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;10;9;0;0;11;9;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;21;0;0;4608;7665;1638;2;4;2009
841;CARCHI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;47;730;45;0;0;2009
842;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;2;2;2;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;9;9;0;0;898;3285;428;0;0;2009
843;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;13;12;1;0;866;4380;511;1;0;2009
844;COTOPAXI;Hospital general;Agudo;Instituto Ecuatoriano de Seguridad Social ;Público;8;7;6;6;12;10;2;2;4;4;0;0;1;1;5;5;0;0;0;0;3;3;2;2;0;0;44;41;0;0;10086;14965;2556;9;13;2009
845;COTOPAXI;Hospital general;Agudo;Ministerio de Salud Pública;Público;32;24;60;31;35;29;40;38;0;0;0;0;0;0;35;23;0;0;0;0;0;0;0;0;0;0;202;145;0;0;37186;52925;9473;26;55;2009
846;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados sin fines de lucro;Privado sin Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;11;0;0;946;4015;392;0;0;2009
847;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;11;0;0;1001;4015;495;1;0;2009
848;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;12;12;0;0;134;4380;75;0;0;2009
849;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;11;11;0;0;385;4015;229;0;0;2009
850;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;327;2190;166;0;0;2009
851;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;4;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;309;3650;178;0;0;2009
852;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;4;4;2;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;214;5110;164;0;0;2009
853;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;13;13;0;0;409;4745;251;3;0;2009
854;COTOPAXI;Pediatría;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;7;6;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;0;0;156;3650;65;0;0;2009
855;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;3;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;10;10;0;0;252;3650;138;0;0;2009
856;COTOPAXI;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;8;8;0;0;4;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;3106;5475;1159;1;4;2009
857;COTOPAXI;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;3223;5475;1076;2;3;2009
858;COTOPAXI;Hospital básico;Sin tipo hospitales básicos;Privados sin fines de lucro;Privado sin Fines de Lucro;18;18;0;0;0;0;5;5;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;32;32;0;0;6068;11680;1749;8;3;2009
859;COTOPAXI;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;4;4;2;2;6;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;2699;5475;1004;0;1;2009
860;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;447;1825;171;0;0;2009
861;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;295;2190;182;1;1;2009
862;COTOPAXI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;458;2920;257;0;1;2009
863;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;928;2555;391;1;0;2009
864;CHIMBORAZO;Hospital general;Agudo;Ministerio de Salud Pública;Público;50;50;52;52;72;72;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;218;218;0;0;49844;79570;12321;51;145;2009
865;CHIMBORAZO;Hospital general;Agudo;Instituto Ecuatoriano de Seguridad Social ;Público;14;14;10;10;13;13;1;1;0;0;0;0;0;0;14;14;0;0;0;0;0;0;5;5;0;0;57;57;0;0;16523;20805;3203;17;77;2009
866;CHIMBORAZO;Pediátrico;Agudo;Ministerio de Salud Pública;Público;0;0;10;10;0;0;25;25;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;44;44;0;0;3988;16060;876;4;4;2009
867;CHIMBORAZO;Hospital general;Agudo;Ministerio de Defensa Nacional;Público;15;15;4;4;5;5;4;4;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;35;35;0;0;2532;12775;850;0;0;2009
868;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;819;3650;399;2;1;2009
869;CHIMBORAZO;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;15;0;0;1961;5475;931;0;0;2009
870;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;0;1183;4380;682;1;1;2009
871;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;0;814;4380;447;1;1;2009
872;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;1122;2555;881;1;0;2009
873;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;6;6;1;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12;12;0;0;252;4380;142;0;0;2009
874;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;785;2555;414;0;0;2009
875;CHIMBORAZO;Oncológico;Crónico;Sociedad de Lucha Contra el Cáncer ;Público;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;8;8;0;0;481;2920;216;0;0;2009
876;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;1;1;1;1;2;2;2;2;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;14;14;22;22;0;0;1658;8030;561;1;3;2009
877;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;253;2555;135;1;0;2009
878;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;552;2555;308;0;0;2009
879;CHIMBORAZO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;22;16;24;16;10;7;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;45;0;0;4270;16425;1271;6;5;2009
880;CHIMBORAZO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;10;10;5;5;6;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;0;0;3010;9125;973;1;0;2009
881;CHIMBORAZO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;1917;5475;822;1;2;2009
882;CHIMBORAZO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;6;6;0;0;3;3;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;2022;5475;681;0;0;2009
883;CHIMBORAZO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;85;2190;32;0;0;2009
884;EL ORO;Hospital general;Agudo;Instituto Ecuatoriano de Seguridad Social ;Público;7;7;5;5;9;9;18;18;6;6;5;5;1;1;4;4;0;0;4;4;4;4;2;2;2;2;74;68;6;0;12952;24820;2708;13;22;2009
885;EL ORO;Hospital general;Agudo;Ministerio de Salud Pública;Público;52;52;33;33;47;47;39;39;0;0;0;0;0;0;20;20;0;0;0;0;0;0;16;16;0;0;220;207;10;3;60462;75555;14585;113;272;2009
886;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;925;2920;564;0;0;2009
887;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;1;0;348;3285;114;0;0;2009
888;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;43;2190;42;0;0;2009
889;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;63;2920;36;0;0;2009
890;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;0;0;252;3285;116;0;1;2009
891;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;6;6;2;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;193;5110;69;0;0;2009
892;EL ORO;Clínica general (sin especialidad);Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;30;20;4;6;1346;7300;534;3;1;2009
893;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;16;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;18;0;2;2018;6570;1151;1;0;2009
894;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;22;18;2;2;1353;6570;660;1;1;2009
895;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;17;17;0;0;162;6205;98;0;0;2009
896;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;14;2190;9;0;0;2009
897;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;240;2920;103;1;0;2009
898;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;12;10;0;2;65;3650;45;0;0;2009
899;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;8;8;2;2;3;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16;2;2;234;5840;122;0;0;2009
900;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;148;2190;81;0;0;2009
901;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;3;3;3;3;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;433;5840;280;0;0;2009
902;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;9;9;0;0;882;3285;552;0;0;2009
903;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;3;3;2;2;6;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;14;1;1;103;5110;64;0;0;2009
904;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;177;2920;103;0;0;2009
905;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;362;3650;160;1;0;2009
906;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;13;13;2;2;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;24;2;2;1927;8760;1125;1;0;2009
907;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;8;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;345;3650;345;0;0;2009
908;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;1;1;2;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;54;2190;52;0;0;2009
909;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;2;2;1;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;0;53;2190;31;0;0;2009
910;EL ORO;Hospital general;Agudo;Municipios;Público;2;2;2;2;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;1854;3285;803;0;0;2009
911;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;252;1825;151;0;0;2009
912;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;3;3;7;7;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;20;20;35;32;0;3;1593;11680;566;5;6;2009
913;EL ORO;Hospital general;Agudo;Municipios;Público;6;6;2;2;7;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;0;2673;6570;1158;0;0;2009
914;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;0;53;1825;42;0;0;2009
915;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;273;2190;154;0;0;2009
916;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2009
917;EL ORO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;36;0;0;2009
918;EL ORO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;4;4;2;2;5;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;4610;5475;1814;0;0;2009
919;EL ORO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Defensa Nacional;Público;23;23;9;9;4;4;8;8;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;50;50;0;0;2416;18250;826;0;1;2009
920;EL ORO;Hospital general;Agudo;Ministerio de Salud Pública;Público;14;14;14;14;21;21;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;65;0;0;14771;23725;4543;0;0;2009
921;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;0;551;2190;344;0;0;2009
922;EL ORO;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;6;6;3;3;6;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;0;4460;6935;1575;1;7;2009
923;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;86;1460;65;0;1;2009
924;EL ORO;Hospital general;Agudo;Ministerio de Salud Pública;Público;26;26;14;14;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;7073;18250;2092;7;8;2009
925;EL ORO;Gineco-Obstétrico;Agudo;Ministerio de Salud Pública;Público;0;0;0;0;17;17;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;0;4363;6935;2085;1;1;2009
926;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;428;3650;120;0;0;2009
927;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;114;1460;71;0;0;2009
928;EL ORO;Hospital general;Agudo;Ministerio de Salud Pública;Público;8;8;8;8;6;6;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;0;0;1848;9855;819;6;20;2009
929;ESMERALDAS;Hospital general;Agudo;Instituto Ecuatoriano de Seguridad Social ;Público;11;11;6;6;8;8;1;1;3;3;0;0;1;1;4;4;0;0;2;2;1;1;7;7;0;0;51;45;6;0;11414;16425;2919;26;22;2009
930;ESMERALDAS;Hospital general;Agudo;Ministerio de Salud Pública;Público;18;18;28;28;30;30;45;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;143;122;13;3;33829;44530;10401;76;105;2009
931;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;5;5;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;15;2;0;140;5475;80;0;0;2009
932;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;7;0;0;2009
933;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;24;1460;12;0;0;2009
934;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;11;11;0;0;936;4015;560;0;0;2009
935;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;11;9;2;0;440;3285;263;1;1;2009
936;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;13;12;1;0;889;4380;530;0;0;2009
937;ESMERALDAS;Hospital general;Agudo;Ministerio de Defensa Nacional;Público;6;6;3;3;4;4;6;6;0;0;0;0;2;2;3;3;0;0;0;0;0;0;2;2;0;0;30;26;2;2;2309;9490;617;0;0;2009
938;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;8;1;0;2009
939;ESMERALDAS;Hospital básico;Sin tipo hospitales básicos;Ministerio de Salud Pública;Público;8;8;2;2;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;2371;7300;863;1;3;2009
